8/7/2019,7-Aug,"Wednesday, August 7, 2019","August 7, 2019",7-Aug-2019
8/8/2019,8-Aug,"Thursday, August 8, 2019","August 8, 2019",8-Aug-2019
8/9/2019,9-Aug,"Friday, August 9, 2019","August 9, 2019",9-Aug-2019
8/12/2019,12-Aug,"Monday, August 12, 2019","August 12, 2019",12-Aug-2019
8/13/2019,13-Aug,"Tuesday, August 13, 2019","August 13, 2019",13-Aug-2019
8/14/2019,14-Aug,"Wednesday, August 14, 2019","August 14, 2019",14-Aug-2019
8/15/2019,15-Aug,"Thursday, August 15, 2019","August 15, 2019",15-Aug-2019
8/16/2019,16-Aug,"Friday, August 16, 2019","August 16, 2019",16-Aug-2019
8/19/2019,19-Aug,"Monday, August 19, 2019","August 19, 2019",19-Aug-2019
8/20/2019,20-Aug,"Tuesday, August 20, 2019","August 20, 2019",20-Aug-2019
8/21/2019,21-Aug,"Wednesday, August 21, 2019","August 21, 2019",21-Aug-2019
8/22/2019,22-Aug,"Thursday, August 22, 2019","August 22, 2019",22-Aug-2019
8/23/2019,23-Aug,"Friday, August 23, 2019","August 23, 2019",23-Aug-2019
8/26/2019,26-Aug,"Monday, August 26, 2019","August 26, 2019",26-Aug-2019
8/27/2019,27-Aug,"Tuesday, August 27, 2019","August 27, 2019",27-Aug-2019
8/28/2019,28-Aug,"Wednesday, August 28, 2019","August 28, 2019",28-Aug-2019
8/29/2019,29-Aug,"Thursday, August 29, 2019","August 29, 2019",29-Aug-2019
8/30/2019,30-Aug,"Friday, August 30, 2019","August 30, 2019",30-Aug-2019
9/2/2019,2-Sep,"Monday, September 2, 2019","September 2, 2019",2-Sep-2019
9/3/2019,3-Sep,"Tuesday, September 3, 2019","September 3, 2019",3-Sep-2019
9/4/2019,4-Sep,"Wednesday, September 4, 2019","September 4, 2019",4-Sep-2019
9/5/2019,5-Sep,"Thursday, September 5, 2019","September 5, 2019",5-Sep-2019
9/6/2019,6-Sep,"Friday, September 6, 2019","September 6, 2019",6-Sep-2019
9/9/2019,9-Sep,"Monday, September 9, 2019","September 9, 2019",9-Sep-2019
9/10/2019,10-Sep,"Tuesday, September 10, 2019","September 10, 2019",10-Sep-2019
9/11/2019,11-Sep,"Wednesday, September 11, 2019","September 11, 2019",11-Sep-2019
9/12/2019,12-Sep,"Thursday, September 12, 2019","September 12, 2019",12-Sep-2019
9/13/2019,13-Sep,"Friday, September 13, 2019","September 13, 2019",13-Sep-2019
9/16/2019,16-Sep,"Monday, September 16, 2019","September 16, 2019",16-Sep-2019
9/17/2019,17-Sep,"Tuesday, September 17, 2019","September 17, 2019",17-Sep-2019
9/18/2019,18-Sep,"Wednesday, September 18, 2019","September 18, 2019",18-Sep-2019
9/19/2019,19-Sep,"Thursday, September 19, 2019","September 19, 2019",19-Sep-2019
9/20/2019,20-Sep,"Friday, September 20, 2019","September 20, 2019",20-Sep-2019
9/23/2019,23-Sep,"Monday, September 23, 2019","September 23, 2019",23-Sep-2019
9/24/2019,24-Sep,"Tuesday, September 24, 2019","September 24, 2019",24-Sep-2019
9/25/2019,25-Sep,"Wednesday, September 25, 2019","September 25, 2019",25-Sep-2019
9/26/2019,26-Sep,"Thursday, September 26, 2019","September 26, 2019",26-Sep-2019
9/27/2019,27-Sep,"Friday, September 27, 2019","September 27, 2019",27-Sep-2019
9/30/2019,30-Sep,"Monday, September 30, 2019","September 30, 2019",30-Sep-2019
10/1/2019,1-Oct,"Tuesday, October 1, 2019","October 1, 2019",1-Oct-2019
10/2/2019,2-Oct,"Wednesday, October 2, 2019","October 2, 2019",2-Oct-2019
10/3/2019,3-Oct,"Thursday, October 3, 2019","October 3, 2019",3-Oct-2019
10/4/2019,4-Oct,"Friday, October 4, 2019","October 4, 2019",4-Oct-2019
10/7/2019,7-Oct,"Monday, October 7, 2019","October 7, 2019",7-Oct-2019
10/8/2019,8-Oct,"Tuesday, October 8, 2019","October 8, 2019",8-Oct-2019
10/9/2019,9-Oct,"Wednesday, October 9, 2019","October 9, 2019",9-Oct-2019
10/10/2019,10-Oct,"Thursday, October 10, 2019","October 10, 2019",10-Oct-2019
10/11/2019,11-Oct,"Friday, October 11, 2019","October 11, 2019",11-Oct-2019
10/14/2019,14-Oct,"Monday, October 14, 2019","October 14, 2019",14-Oct-2019
10/15/2019,15-Oct,"Tuesday, October 15, 2019","October 15, 2019",15-Oct-2019
10/16/2019,16-Oct,"Wednesday, October 16, 2019","October 16, 2019",16-Oct-2019
10/17/2019,17-Oct,"Thursday, October 17, 2019","October 17, 2019",17-Oct-2019
10/18/2019,18-Oct,"Friday, October 18, 2019","October 18, 2019",18-Oct-2019
10/21/2019,21-Oct,"Monday, October 21, 2019","October 21, 2019",21-Oct-2019
10/22/2019,22-Oct,"Tuesday, October 22, 2019","October 22, 2019",22-Oct-2019
10/23/2019,23-Oct,"Wednesday, October 23, 2019","October 23, 2019",23-Oct-2019
10/24/2019,24-Oct,"Thursday, October 24, 2019","October 24, 2019",24-Oct-2019
10/25/2019,25-Oct,"Friday, October 25, 2019","October 25, 2019",25-Oct-2019
10/28/2019,28-Oct,"Monday, October 28, 2019","October 28, 2019",28-Oct-2019
10/29/2019,29-Oct,"Tuesday, October 29, 2019","October 29, 2019",29-Oct-2019
10/30/2019,30-Oct,"Wednesday, October 30, 2019","October 30, 2019",30-Oct-2019
10/31/2019,31-Oct,"Thursday, October 31, 2019","October 31, 2019",31-Oct-2019
11/1/2019,1-Nov,"Friday, November 1, 2019","November 1, 2019",1-Nov-2019
11/4/2019,4-Nov,"Monday, November 4, 2019","November 4, 2019",4-Nov-2019
11/5/2019,5-Nov,"Tuesday, November 5, 2019","November 5, 2019",5-Nov-2019
11/6/2019,6-Nov,"Wednesday, November 6, 2019","November 6, 2019",6-Nov-2019
11/7/2019,7-Nov,"Thursday, November 7, 2019","November 7, 2019",7-Nov-2019
11/8/2019,8-Nov,"Friday, November 8, 2019","November 8, 2019",8-Nov-2019
11/11/2019,11-Nov,"Monday, November 11, 2019","November 11, 2019",11-Nov-2019
11/12/2019,12-Nov,"Tuesday, November 12, 2019","November 12, 2019",12-Nov-2019
11/13/2019,13-Nov,"Wednesday, November 13, 2019","November 13, 2019",13-Nov-2019
11/14/2019,14-Nov,"Thursday, November 14, 2019","November 14, 2019",14-Nov-2019
11/15/2019,15-Nov,"Friday, November 15, 2019","November 15, 2019",15-Nov-2019
11/18/2019,18-Nov,"Monday, November 18, 2019","November 18, 2019",18-Nov-2019
11/19/2019,19-Nov,"Tuesday, November 19, 2019","November 19, 2019",19-Nov-2019
11/20/2019,20-Nov,"Wednesday, November 20, 2019","November 20, 2019",20-Nov-2019
11/21/2019,21-Nov,"Thursday, November 21, 2019","November 21, 2019",21-Nov-2019
11/22/2019,22-Nov,"Friday, November 22, 2019","November 22, 2019",22-Nov-2019
11/25/2019,25-Nov,"Monday, November 25, 2019","November 25, 2019",25-Nov-2019
11/26/2019,26-Nov,"Tuesday, November 26, 2019","November 26, 2019",26-Nov-2019
11/27/2019,27-Nov,"Wednesday, November 27, 2019","November 27, 2019",27-Nov-2019
11/28/2019,28-Nov,"Thursday, November 28, 2019","November 28, 2019",28-Nov-2019
11/29/2019,29-Nov,"Friday, November 29, 2019","November 29, 2019",29-Nov-2019
12/2/2019,2-Dec,"Monday, December 2, 2019","December 2, 2019",2-Dec-2019
12/3/2019,3-Dec,"Tuesday, December 3, 2019","December 3, 2019",3-Dec-2019
12/4/2019,4-Dec,"Wednesday, December 4, 2019","December 4, 2019",4-Dec-2019
12/5/2019,5-Dec,"Thursday, December 5, 2019","December 5, 2019",5-Dec-2019
12/6/2019,6-Dec,"Friday, December 6, 2019","December 6, 2019",6-Dec-2019
12/9/2019,9-Dec,"Monday, December 9, 2019","December 9, 2019",9-Dec-2019
12/10/2019,10-Dec,"Tuesday, December 10, 2019","December 10, 2019",10-Dec-2019
12/11/2019,11-Dec,"Wednesday, December 11, 2019","December 11, 2019",11-Dec-2019
12/12/2019,12-Dec,"Thursday, December 12, 2019","December 12, 2019",12-Dec-2019
12/13/2019,13-Dec,"Friday, December 13, 2019","December 13, 2019",13-Dec-2019
12/16/2019,16-Dec,"Monday, December 16, 2019","December 16, 2019",16-Dec-2019
12/17/2019,17-Dec,"Tuesday, December 17, 2019","December 17, 2019",17-Dec-2019
12/18/2019,18-Dec,"Wednesday, December 18, 2019","December 18, 2019",18-Dec-2019
12/19/2019,19-Dec,"Thursday, December 19, 2019","December 19, 2019",19-Dec-2019
12/20/2019,20-Dec,"Friday, December 20, 2019","December 20, 2019",20-Dec-2019
12/23/2019,23-Dec,"Monday, December 23, 2019","December 23, 2019",23-Dec-2019
12/24/2019,24-Dec,"Tuesday, December 24, 2019","December 24, 2019",24-Dec-2019
12/25/2019,25-Dec,"Wednesday, December 25, 2019","December 25, 2019",25-Dec-2019
12/26/2019,26-Dec,"Thursday, December 26, 2019","December 26, 2019",26-Dec-2019
12/27/2019,27-Dec,"Friday, December 27, 2019","December 27, 2019",27-Dec-2019
12/30/2019,30-Dec,"Monday, December 30, 2019","December 30, 2019",30-Dec-2019
12/31/2019,31-Dec,"Tuesday, December 31, 2019","December 31, 2019",31-Dec-2019
